Date,Changed By,Change,Jira Ticket
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 2 (900 - 1199 Closed Loans/Month) with 3 implementations Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 2 (900 - 1199 Closed Loans/Month) with no implementations Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 3 (675 - 899 Closed Loans/Month) with 1 implementation Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 3 (675 - 899 Closed Loans/Month) with 2 implementations Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 3 (675 - 899 Closed Loans/Month) with 3 implementations Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 3 (675 - 899 Closed Loans/Month) with no implementations Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 4 (525 - 674 Closed Loans/Month) with 1 implementation Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 4 (525 - 674 Closed Loans/Month) with 2 implementations Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 4 (525 - 674 Closed Loans/Month) with 3 implementations Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 4 (525 - 674 Closed Loans/Month) with no implementations Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 5 (400 - 524 Closed Loans/Month) with 1 implementation Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 5 (400 - 524 Closed Loans/Month) with 2 implementations Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 5 (400 - 524 Closed Loans/Month) with 3 implementations Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 5 (400 - 524 Closed Loans/Month) with no implementations Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 6 (300 - 399 Closed Loans/Month) with 1 implementation Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 6 (300 - 399 Closed Loans/Month) with 2 implentations Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 6 (300 - 399 Closed Loans/Month) with 3 implementations Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 6 (300 - 399 Closed Loans/Month) with no implementations Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 7 (225 - 299 Closed Loans/Month) with 1 implementation Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 7 (225 - 299 Closed Loans/Month) with 2 implementations Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 7 (225 - 299 Closed Loans/Month) with 3 implementations Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 7 (225 - 299 Closed Loans/Month) with no implementations Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 8 (170 - 224 Closed Loans/Month) with 1 implementation Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 8 (170 - 224 Closed Loans/Month) with 2 implementations Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 8 (170 - 224 Closed Loans/Month) with 3 implementations Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 8 (170 - 224 Closed Loans/Month) with no implementations Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 9 (135 - 169 Closed Loans/Month) with 1 implementation Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 9 (135 - 169 Closed Loans/Month) with 2 implementations Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 9 (135 - 169 Closed Loans/Month) with 3 implementations Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 9 (135 - 169 Closed Loans/Month) with no implementations Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 1 (1200+ Closed Loans/Month) Transaction fee increased from $67.20 to $70.60, Commitment increased from $80,640 to $84,720",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 10 (110 - 134 Closed Loans/Month) Transaction fee increased from $79.40 to $83.60, Commitment increased from $8734 to $9196",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 11 (90 - 109 Closed Loans/Month) Transaction fee increased from $80.60 to $84.80, Commitment increased from $7254 to $7632",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 12 (75 - 89 Closed Loans/Month) Transaction fee increased from $81.60 to $86, Commitment increased from $6120 to $6450",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 13 (60 - 74 Closed Loans/Month) Transaction fee increased from $83 to $87.40, Commitment increased from $4980 to $5244",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 14 (45 - 59 Closed Loans/Month) Transaction fee increased from $84.60 to $89.40, Commitment increased from $3807 to $4023",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 15 (30 - 44 Closed Loans/Month) Transaction fee increased from $87.20 to $92.20, Commitment increased from $2616 to $2766",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 16 (15-29 Closed Loans/Month) Transaction fee increased from $92 to $97.20, Commitment increased from $1380 to $1458",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 17 (10-14 Closed Loans/Month) Transaction fee increased from $95 to $100.40, Commitment increased from $950 to $1004",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 2 (900 - 1199 Closed Loans/Month) Transaction fee increased from $68.80 to $72, Commitment increased from $61,740 to $64,800",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 3 (675 - 899 Closed Loans/Month) Transaction fee increased from $70 to $73.40, Commitment increased from $47250 to $49545",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 4 (525 - 674 Closed Loans/Month) Transaction fee increased from $71.20 to $74.60, Commitment increased from $37,380 to $39,165",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 5 (400 - 524 Closed Loans/Month) Transaction fee increased from $72.40 to $76.20, Commitment increased from $28,960 to $30,480",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 6 (300 - 399 Closed Loans/Month) Transaction fee increased from $73.80 to $77.60, Commitment increased from $22,140 to $23,280",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 7 (225 - 299 Closed Loans/Month) Transaction fee increased from $75.40 to $79.40, Commitment increased from $16,965 to $17,865",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 8 (170 - 224 Closed Loans/Month) Transaction fee increased from $76.80 to $81, Commitment increased from $13,056 to $13,770",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 9 (135 - 169 Closed Loans/Month) Transaction fee increased from $78.20 to $82.40, Commitment increased from $10,557 to $11,124",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 1 (1200+ Closed Loans/Mon) with 1 implementation Setup fee increased from $60,525 to $62,350, Transaction fee increased from $89 to $94, Commitment increased from $106,800 to $112,800",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 1 (1200+ Closed Loans/Mon) with 2 implementations Setup fee increased from $90,800 to $93,525, Transaction fee increased from $89 to $94, Commitment increased from $106,800 to $112,800",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 1 (1200+ Closed Loans/Mon) with 3 implementations Setup fee increased from $105,925 to $109,125, Transaction fee increased from $89 to $94, Commitment increased from $106,800 to $112,800",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 1 (1200+ Closed Loans/Mon) with no implementation Transaction fee increased from $89 to $94, Commitment increased from $106,800 to $112,800",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 10 (110-134 Closed Loans/Mon) with 1 implementation Setup fee increased from $36,750 to $37,875, Transaction fee increased from $107.60 to $114, Commitment increased from $11,836 to $12,540",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 10 (110-134 Closed Loans/Mon) with 2 implementations Setup fee increased from $55,125 to $56,725, Transaction fee increased from $107.60 to $114, Commitment increased from $11,836 to $12,540",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 10 (110-134 Closed Loans/Mon) with 3 implementations Setup fee increased from $64,300 to $66,250, Transaction fee increased from $107.60 to $114, Commitment increased from $11,836 to $12,540",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 10 (110-134 Closed Loans/Mon) with no implementation Transaction fee increased from $107.60 to $114, Commitment increased from $11,836 to $12,540",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 11 (90-109 Closed Loans/Mon) with 1 implementation Setup fee increased from $34,750 to $35,800, Transaction fee increased from $109.40 to $116, Commitment increased from $9846 to $10,440",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 11 (90-109 Closed Loans/Mon) with 2 implementations Setup fee increased from $52,125 to $53,700, Transaction fee increased from $109.40 to $116, Commitment increased from $9846 to $10,440",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 11 (90-109 Closed Loans/Mon) with 3 implementations Setup fee increased from $60,800 to $62,650, Transaction fee increased from $109.40 to $116, Commitment increased from $9846 to $10,440",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 11 (90-109 Closed Loans/Mon) with no implementation Transaction fee increased from $109.40 to $116, Commitment increased from $9846 to $10,440",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 12 (75-89 Closed Loans/Mon) with  no implementation Transaction fee increased from $111 to $117.80, Commitment increased from $8325 to $8835",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 12 (75-89 Closed Loans/Mon) with 1 implementation Setup fee increased from $32,925 to $33,950, Transaction fee increased from $111 to $117.80, Commitment increased from $8325 to $8835",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 12 (75-89 Closed Loans/Mon) with 2 implementations Setup fee increased from $49,400 to $50,900, Transaction fee increased from $111 to $117.80, Commitment increased from $8325 to $8835",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 12 (75-89 Closed Loans/Mon) with 3 implementations Setup fee increased from $57,625 to $59,375, Transaction fee increased from $111 to $117.80, Commitment increased from $8325 to $8835",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 13 (60-74 Closed Loans/Mon) with 1 implementation Setup fee increased from $30,725 to $31,650, Transaction fee increased from $113.20 to $120, Commitment increased from $6792 to $7200",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 13 (60-74 Closed Loans/Mon) with 2 implementations Setup fee increased from $46,075 to $47,450, Transaction fee increased from $113.20 to $120, Commitment increased from $6792 to $7200",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 13 (60-74 Closed Loans/Mon) with 3 implementations Setup fee increased from $53,750 to $55,375, Transaction fee increased from $113.20 to $120, Commitment increased from $6792 to $7200",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 13 (60-74 Closed Loans/Mon) with no implementation Transaction fee increased from $113.20 to $120, Commitment increased from $6792 to $7200",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 14 (45-59 Closed Loans/Mon) with 1 implementation Setup fee increased from $27,850 to $28,700, Transaction fee increased from $115.80 to $123, Commitment increased from $5211 to $5535",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 14 (45-59 Closed Loans/Mon) with 2 implementations Setup fee increased from $41,775 to $43,025, Transaction fee increased from $115.80 to $123, Commitment increased from $5211 to $5535",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 14 (45-59 Closed Loans/Mon) with 3 implementations Setup fee increased from $48,725 to $50,200, Transaction fee increased from $115.80 to $123, Commitment increased from $5211 to $5535",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 14 (45-59 Closed Loans/Mon) with no implementation Transaction fee increased from $115.80 to $123, Commitment increased from $5211 to $5535",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 15 (30-44 Closed Loans/Mon) with 1 implementation Setup fee increased from $23,825 to $24,550, Transaction fee increased from $119.80 to $127.40, Commitment increased from $3594 to $3822",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 15 (30-44 Closed Loans/Mon) with 2 implementations Setup fee increased from $35,725 to $36,800, Transaction fee increased from $119.80 to $127.40, Commitment increased from $3594 to $3822",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 15 (30-44 Closed Loans/Mon) with 3 implementations Setup fee increased from $41,675 to $42,925, Transaction fee increased from $119.80 to $127.40, Commitment increased from $3594 to $3822",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 15 (30-44 Closed Loans/Mon) with no implementation Transaction fee increased from $119.80 to $127.40, Commitment increased from $3594 to $3822",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 16 (15-29 Closed Loans/Mon) with 1 implementation Setup fee increased from $16,900 to $17,425, Transaction fee increased from $127.20 to $135.20, Commitment increased from $1908 to $2028",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 16 (15-29 Closed Loans/Mon) with 2 implementations Setup fee increased from $25,350 to $26,125, Transaction fee increased from $127.20 to $135.20, Commitment increased from $1908 to $2028",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 16 (15-29 Closed Loans/Mon) with 3 implementations Setup fee increased from $29,575 to $30,475, Transaction fee increased from $127.20 to $135.20, Commitment increased from $1908 to $2028",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 16 (15-29 Closed Loans/Mon) with no implementation Transaction fee increased from $127.20 to $135.20, Commitment increased from $1908 to $2028",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 17 (10-14 Closed Loans/Mon) with 1 implementation Setup fee increased from $16,900 to $17,425, Transaction fee increased from $131.60 to $140, Commitment increased from $1316 to $1400",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 17 (10-14 Closed Loans/Mon) with 2 implementations Setup fee increased from $25,350 to $26,125, Transaction fee increased from $131.60 to $140, Commitment increased from $1316 to $1400",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 17 (10-14 Closed Loans/Mon) with 3 implementations Setup fee increased from $29,575 to $30,475, Transaction fee increased from $131.60 to $140, Commitment increased from $1316 to $1400",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 17 (10-14 Closed Loans/Mon) with no implementation Transaction fee increased from $131.60 to $140, Commitment increased from $1316 to $1400",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 2 (900-1199 Closed Loans/Mon) with 1 implementation Setup fee increased from $57,675 to $59,425, Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 2 (900-1199 Closed Loans/Mon) with 2 implementations Setup fee increased from $86,525 to $89,125, Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 2 (900-1199 Closed Loans/Mon) with 3 implementations Setup fee increased from $100,925 to $103,975, Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 2 (900-1199 Closed Loans/Mon) with no implementation Transaction fee increased from $91 to $96.20, Commitment increased from $81,900 to $86,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 3 (675-899 Closed Loans/Mon) with 1 implementation Setup fee increased from $54,800 to $56,475, Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 3 (675-899 Closed Loans/Mon) with 2 implementations Setup fee increased from $82,225 to $84,700, Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 3 (675-899 Closed Loans/Mon) with 3 implementations Setup fee increased from $95,925 to $98,800, Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 3 (675-899 Closed Loans/Mon) with no implementation Transaction fee increased from $93.20 to $98.40, Commitment increased from $62,910 to $66,420",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 4 (525-674 Closed Loans/Mon) with 1 implementation Setup fee increased from $52,300 to $53,875, Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 4 (525-674 Closed Loans/Mon) with 2 implementations Setup fee increased from $78,475 to $80,825, Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 4 (525-674 Closed Loans/Mon) with 3 implementations Setup fee increased from $91,525 to $94,300, Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 4 (525-674 Closed Loans/Mon) with no implementation Transaction fee increased from $95 to $100.40, Commitment increased from $49,875 to $52,710",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 5 (400-524 Closed Loans/Mon) with 1 implementation Setup fee increased from $49,600 to $51,100, Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 5 (400-524 Closed Loans/Mon) with 2 implementations Setup fee increased from $74,400 to $76,650, Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 5 (400-524 Closed Loans/Mon) with 3 implementations Setup fee increased from $86,800 to $89,425, Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 5 (400-524 Closed Loans/Mon) with no implementation Transaction fee increased from $97 to $102.60, Commitment increased from $38,800 to $41,040",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 6 (300-399 Closed Loans/Mon) with 1 implementation Setup fee increased from $46,725 to $48,150, Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 6 (300-399 Closed Loans/Mon) with 2 implementations Setup fee increased from $70,100 to $72,225, Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 6 (300-399 Closed Loans/Mon) with 3 implementations Setup fee increased from $81,775 to $84,250, Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 6 (300-399 Closed Loans/Mon) with no implementation Transaction fee increased from $99.20 to $105, Commitment increased from $29,760 to $31,500",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 7 (225-299 Closed Loans/Mon) with 1 implementation Setup fee increased from $43,875 to $45,200, Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 7 (225-299 Closed Loans/Mon) with 2 implementations Setup fee increased from $65,800 to $67,800, Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 7 (225-299 Closed Loans/Mon) with 3 implementations Setup fee increased from $76,775 to $79,100, Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 7 (225-299 Closed Loans/Mon) with no implementation Transaction fee increased from $101.60 to $107.60, Commitment increased from $22,860 to $24,210",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 8 (170-224 Closed Loans/Mon) with 1 implementation Setup fee increased from $41,075 to $42,325, Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 8 (170-224 Closed Loans/Mon) with 2 implementations Setup fee increased from $61,625 to $63,475, Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 8 (170-224 Closed Loans/Mon) with 3 implementations Setup fee increased from $71,875 to $74,050, Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 8 (170-224 Closed Loans/Mon) with no implementation Transaction fee increased from $103.80 to $110, Commitment increased from $17,646 to $18,700",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 9 (135-169 Closed Loans/Mon) with 1 implementation Setup fee increased from $38,775 to $39,975, Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 9 (135-169 Closed Loans/Mon) with 2 implementations Setup fee increased from $58,175 to $59,925, Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 9 (135-169 Closed Loans/Mon) with 3 implementations Setup fee increased from $67,875 to $69,925, Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage LOS with DocMagic Tier 9 (135-169 Closed Loans/Mon) with no implementation Transaction fee increased from $105.80 to $112.20, Commitment increased from $14,283 to $15,147",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 1 (1200+ Closed Loans/Mon) no implementation Transaction fee increased from $62.40 to $67.40, Commitment increased from $74,880 to $80,880",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 1 (1200+ Closed Loans/Mon) with 1 implementation Setup fee increased from $60,525 to $62,350, Transaction fee increased from $62.40 to $67.40, Commitment increased from $74,880 to $80,880",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 1 (1200+ Closed Loans/Mon) with 2 implementations Setup fee increased from $90800 to $93525, Transaction fee increased from $62.40 to $67.40, Commitment increased from $74,880 to $80,880",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 1 (1200+ Closed Loans/Mon) with 3 implementations Setup fee increased from $105925 to $109125, Transaction fee increased from $62.40 to $67.40, Commitment increased from $74,880 to $80,880",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 10 (110-134 Closed Loans/Mon) no implementation Transaction fee increased from $81 to $87.60, Commitment increased from $8910 to $9636",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 10 (110-134 Closed Loans/Mon) with 1 implementation Setup fee increased from $36,750 to $37,875, Transaction fee increased from $81 to $87.60, Commitment increased from $8910 to $9636",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 10 (110-134 Closed Loans/Mon) with 2 implementations Setup fee increased from $55,125 to $56,800, Transaction fee increased from $81 to $87.60, Commitment increased from $8910 to $9636",
